addr	xrefs	len	value
7100844ea8	3	7	chunked
7100844eb0	1	26	CONNECT responded chunked\n
7100844ed0	3	17	Proxy-Connection:
7100844ee8	1	12	HTTP/1.%d %d
7100844ef8	1	24	Connect me again please\n
7100844f18	2	25	CONNECT phase completed!\n
7100844f38	1	46	Received HTTP code %d from proxy after CONNECT
7100844f68	1	36	Proxy replied %d to CONNECT request\n
7100844f90	2	28	CONNECT %s HTTP/%s\n%s%s%s%s
7100844fb0	2	5	%ld%s
7100844fb8	1	50	Connection cache is full, closing the oldest one.\n
7100844ff0	7	12	Content-Type
7100845010	1	30	Can't add itself as a subpart!
7100845038	0	15	multipart/mixed
7100845048	1	12	; filename="
7100845058	1	11	; boundary=
7100845070	0	9	form-data
7100845080	1	8	; name="
7100845090	2	10	attachment
71008450a0	0	24	application/octet-stream
71008450c0	2	10	text/plain
71008450d0	6	19	Content-Disposition
71008450e8	1	10	multipart/
71008450f8	1	35	Content-Disposition: %s%s%s%s%s%s%s
7100845120	1	20	Content-Type: %s%s%s
7100845138	2	25	Content-Transfer-Encoding
7100845158	1	29	Content-Transfer-Encoding: %s
7100845178	1	19	multipart/form-data
7100845190	2	9	image/gif
71008451a0	2	10	image/jpeg
71008451b0	1	9	image/png
71008451c8	1	13	image/svg+xml
71008451e0	2	9	text/html
71008451f0	1	5	.html
7100845200	1	15	application/pdf
7100845218	1	15	application/xml
7100845230	0	16	quoted-printable
7100845250	1	5	FLUSH
7100845258	1	6	RELOAD
7100845260	3	11	Set-Cookie:
7100845278	4	5	%s:%s
7100845280	3	8	%s:%s:%s
7100845290	5	8	auth-int
71008452a0	1	19	%s:%s:%08x:%s:%s:%s
71008452b8	1	92	username="%s", realm="%s", nonce="%s", uri="%s", cnonce="%s", nc=%08x, qop=%s, response="%s"
7100845318	1	62	username="%s", realm="%s", nonce="%s", uri="%s", response="%s"
7100845358	1	15	%s, opaque="%s"
7100845368	1	16	%s, algorithm=%s
7100845380	1	17	%s, userhash=true
7100845398	1	7	nonce="
71008453a0	2	7	realm="
71008453a8	1	10	algorithm=
71008453b8	1	5	qop="
71008453c0	0	8	md5-sess
71008453d0	2	9	auth-conf
71008453e0	1	90	username="%s",realm="%s",nonce="%s",cnonce="%s",nc="%s",digest-uri="%s",response=%s,qop=%s
7100845440	1	12	AUTHENTICATE
7100845450	2	8	00000001
7100845460	1	5	nonce
7100845468	1	5	stale
7100845470	1	5	realm
7100845478	1	6	opaque
7100845488	1	9	algorithm
7100845498	1	8	MD5-sess
71008454b0	2	7	SHA-256
71008454b8	1	12	SHA-256-SESS
71008454c8	1	11	SHA-512-256
71008454d8	1	16	SHA-512-256-SESS
71008454f0	1	8	userhash
7100845500	1	58	Unrecognized parameter value passed via CURLOPT_SSLVERSION
7100845540	1	53	CURL_SSLVERSION_MAX incompatible with CURL_SSLVERSION
7100845578	3	5	libnx
7100845580	1	16	CURL_SSL_BACKEND
7100845598	2	8	sha256//
71008455a8	1	30	  public key hash: sha256//%s\n
71008455d8	1	26	-----BEGIN PUBLIC KEY-----
71008455f8	1	25	\n-----END PUBLIC KEY-----
7100845618	0	5	multi
7100845620	1	24	Error opening ca path %s
7100845640	1	29	Error reading ca path file %s
7100845660	1	45	Error importing ca path file %s - libnx: 0x%X
7100845690	2	40	, CURLOPT_SSL_VERIFYPEER must be enabled
71008456c0	3	19	Dumping cert info:\n
71008456d8	1	40	Unable to dump certificate information.\n
7100845708	1	41	Failed due to missing peer certificate%s.
7100845738	1	14	SSL connected\n
7100845748	2	22	SSL connection timeout
7100845760	1	34	ssl-service does not support SSLv2
7100845788	1	34	ssl-service does not support SSLv3
71008457b0	1	53	unsupported min version passed via CURLOPT_SSLVERSION
71008457e8	1	53	unsupported max version passed via CURLOPT_SSLVERSION
7100845820	1	52	Unrecognized parameter passed via CURLOPT_SSLVERSION
7100845858	1	34	error signaled by ssl ctx callback
7100845880	1	29	Error reading ca cert file %s
71008458a0	1	45	Error importing ca cert file %s - libnx: 0x%X
71008458d0	1	65	WARNING: SSL: Certificate type not set, assuming PKCS#12 format.\n
7100845920	1	91	WARNING: SSL: The ssl-service only supports loading identities that are in PKCS#12 format.\n
7100845980	1	33	Error reading client cert file %s
71008459a8	1	52	Error importing client PKCS#12 file %s - libnx: 0x%X
71008459e0	1	28	libnx: Connecting to %s:%ld\n
7100845a00	2	25	No such file or directory
7100845a20	2	17	Permission denied
7100845a38	1	16	Operation failed
7100845a50	1	28	Bad message from SFTP server
7100845a70	1	28	Not connected to SFTP server
7100845a90	1	30	Connection to SFTP server lost
7100845ab0	1	38	Operation not supported by SFTP server
7100845ad8	1	14	Invalid handle
7100845ae8	1	24	Unknown error in libssh2
7100845b08	1	19	File already exists
7100845b20	1	23	File is write protected
7100845b38	1	8	No media
7100845b48	1	9	Disk full
7100845b58	1	19	User quota exceeded
7100845b70	1	17	Unknown principle
7100845b88	1	18	File lock conflict
7100845ba0	2	19	Directory not empty
7100845bb8	2	15	Not a directory
7100845bc8	1	21	Link points to itself
7100845be0	2	11	ssh-ed25519
7100845bf0	5	19	ecdsa-sha2-nistp521
7100845c08	5	19	ecdsa-sha2-nistp384
7100845c20	9	19	ecdsa-sha2-nistp256
7100845c40	3	7	ssh-dss
7100845c50	2	30	Invalid host pattern %s in %s\n
7100845c70	1	48	Found host key type RSA1 which is not supported\n
7100845ca8	1	26	Unknown host key type: %i\n
7100845cc8	1	29	Set "%s" as SSH hostkey type\n
7100845ce8	1	40	Failure establishing ssh session: %d, %s
7100845d18	1	24	SSH MD5 fingerprint: %s\n
7100845d38	1	20	MD5 checksum match!\n
7100845d50	1	46	unsupported key type, can't check knownhosts!\n
7100845d80	2	28	SSH host check: %d, key: %s\n
7100845da0	1	41	Warning adding the known host %s failed!\n
7100845dd0	1	28	Warning, writing %s failed!\n
7100845df0	1	41	SSH user accepted with no authentication\n
7100845e20	1	41	SSH authentication methods available: %s\n
7100845e50	3	9	publickey
7100845e68	1	14	%s/.ssh/id_rsa
7100845e78	1	14	%s/.ssh/id_dsa
7100845e88	1	31	Using SSH public key file '%s'\n
7100845ea8	1	32	Using SSH private key file '%s'\n
7100845ed0	1	42	Initialized SSH public key authentication\n
7100845f00	1	41	SSH public key authentication failed: %s\n
7100845f30	5	8	password
7100845f40	1	36	Initialized password authentication\n
7100845f68	0	9	hostbased
7100845f78	1	30	Could not create agent object\n
7100845f98	1	28	Failure connecting to agent\n
7100845fb8	2	39	Failure requesting identities to agent\n
7100845fe0	1	24	No identity would match\n
7100846000	2	38	Agent based authentication successful\n
7100846028	2	20	keyboard-interactive
7100846040	1	48	Initialized keyboard interactive authentication\n
7100846078	1	22	Authentication failure
7100846090	1	24	Authentication complete\n
71008460b0	1	23	SSH CONNECT phase done\n
71008460c8	1	37	Failure initializing sftp session: %s
71008460f0	2	23	Sending quote commands\n
7100846110	1	31	257 "%s" is current directory.\n
7100846138	1	50	Syntax error in SFTP command. Supply parameter(s)!
7100846170	1	33	Syntax error: Bad first parameter
7100846198	1	6	chgrp 
71008461a0	1	6	chmod 
71008461a8	1	6	chown 
71008461b0	1	55	Syntax error in chgrp/chmod/chown: Bad second parameter
71008461f0	1	8	symlink 
7100846200	1	48	Syntax error in ln/symlink: Bad second parameter
7100846238	1	6	mkdir 
7100846240	1	7	rename 
7100846248	1	44	Syntax error in rename: Bad second parameter
7100846278	1	6	rmdir 
7100846288	1	8	statvfs 
7100846298	1	20	Unknown SFTP command
71008462b0	2	5	chmod
71008462b8	1	36	Attempt to get SFTP stats failed: %s
71008462e0	1	5	chgrp
71008462e8	1	36	Syntax error: chgrp gid not a number
7100846310	1	44	Syntax error: chmod permissions not a number
7100846340	1	5	chown
7100846348	1	36	Syntax error: chown uid not a number
7100846370	1	36	Attempt to set SFTP stats failed: %s
7100846398	1	26	symlink command failed: %s
71008463b8	1	24	mkdir command failed: %s
71008463d8	1	25	rename command failed: %s
71008463f8	1	24	rmdir command failed: %s
7100846418	1	21	rm command failed: %s
7100846430	1	26	statvfs command failed: %s
7100846450	1	167	statvfs:\nf_bsize: %llu\nf_frsize: %llu\nf_blocks: %llu\nf_bfree: %llu\nf_bavail: %llu\nf_files: %llu\nf_ffree: %llu\nf_favail: %llu\nf_fsid: %llu\nf_flag: %llu\nf_namemax: %llu\n
71008464f8	2	19	Bad file size (%ld)
7100846510	1	32	Creating the dir/file failed: %s
7100846538	1	25	Upload failed: %s (%d/%d)
7100846558	3	21	Could not seek stream
7100846570	2	19	Failed to read data
7100846588	1	24	Creating directory '%s'\n
71008465a8	1	40	Could not open directory for reading: %s
71008465d8	1	48	Could not open remote file for reading: %s :: %d
7100846610	1	6	 -> %s
7100846618	1	42	Could not open remote file for reading: %s
7100846648	3	39	Offset (%ld) was beyond file size (%ld)
7100846670	2	35	File already completely downloaded\n
7100846698	2	36	Failed to close libssh2 file: %d %s\n
71008466c0	1	38	Failed to stop libssh2 sftp subsystem\n
71008466e8	1	41	SCP requires a known file size for upload
7100846718	1	42	Failed to send libssh2 channel EOF: %d %s\n
7100846748	1	33	Failed to get channel EOF: %d %s\n
7100846770	1	31	Channel failed to close: %d %s\n
7100846790	2	44	Failed to free libssh2 scp subsystem: %d %s\n
71008467c0	1	8	Shutdown
71008467d0	1	44	Failed to disconnect libssh2 session: %d %s\n
7100846800	1	47	Failed to disconnect from libssh2 agent: %d %s\n
7100846830	1	38	Failed to free libssh2 session: %d %s\n
7100846858	1	87	Denied establishing ssh session: mismatch md5 fingerprint. Remote %s is not equal to %s
71008468b0	1	62	Denied establishing ssh session: md5 fingerprint not available
71008468f0	1	6	<none>
71008468f8	1	27	Did not find host %s in %s\n
7100846918	1	20	Found host %s in %s\n
7100846930	1	19	Operation timed out
7100846948	1	32	Failure initialising ssh session
7100846970	1	45	Failed to enable compression for ssh session\n
71008469a0	1	35	Failed to read known hosts from %s\n
71008469d0	2	6	%c%c==
71008469d8	2	7	%c%c%c=
71008469e0	3	8	%c%c%c%c
71008469f8	1	40	Hostname in DNS cache was stale, zapped\n
7100846a28	1	22	Shuffling %i addresses
7100846a40	1	35	Hostname %s was found in DNS cache\n
7100846a68	1	40	timeout on name lookup is not supported\n
7100846aa8	1	51	Couldn't parse CURLOPT_RESOLVE removal entry '%s'!\n
7100846ae0	1	53	Ignoring resolve address '%s', missing IPv6 support.\n
7100846b18	1	36	Resolve address '%s' found illegal!\n
7100846b40	2	43	Couldn't parse CURLOPT_RESOLVE entry '%s'!\n
7100846b70	1	44	RESOLVE %s:%d is - old addresses discarded!\n
7100846ba0	1	28	Added %s:%d:%s to DNS cache\n
7100846bc0	1	52	RESOLVE %s:%d is wildcard, enabling wildcard checks\n
7100846c08	1	16	%2ld:%02ld:%02ld
7100846c20	1	12	%3ldd %02ldh
7100846c30	1	5	%7ldd
7100846c40	1	5	%4ldk
7100846c48	1	10	%2ld.%0ldM
7100846c58	1	5	%4ldM
7100846c60	1	10	%2ld.%0ldG
7100846c70	1	5	%4ldG
7100846c78	1	5	%4ldT
7100846c80	1	5	%4ldP
7100846c88	1	16	Callback aborted
7100846ca0	1	44	** Resuming transfer from byte position %ld\n
7100846cd0	1	161	  %% Total    %% Received %% Xferd  Average Speed   Time    Time     Time  Current\n                                 Dload  Upload   Total   Spent    Left  Speed\n
7100846d78	1	46	%3ld %s  %3ld %s  %3ld %s  %s  %s %s %s %s %s
7100846da8	1	10	#HttpOnly_
7100846dc0	1	25	%s%s%s %s %s %s %ld %s %s
7100846e00	1	51	oversized cookie dropped, name/val %zu + %zu bytes\n
7100846e38	3	9	__Secure-
7100846e48	2	7	__Host-
7100846e50	1	8	httponly
7100846e68	2	6	domain
7100846e70	2	9	localhost
7100846e80	1	45	skipped cookie with bad tailmatch domain: %s\n
7100846eb0	1	7	max-age
7100846eb8	1	7	expires
7100846ec0	1	8	Replaced
7100846ed0	3	53	%s cookie %s="%s" for domain %s, path %s, expire %ld\n
7100846f08	2	5	Added
7100846f18	1	35	ignoring failed cookie_init for %s\n
7100846f40	2	136	# Netscape HTTP Cookie File\n# https://curl.haxx.se/docs/http-cookies.html\n# This file was generated by libcurl! Edit at your own risk.\n\n
7100846fd0	1	9	%s.%s.tmp
7100846fe0	1	24	#\n# Fatal libcurl error\n
7100847000	2	38	WARNING: failed to save cookies in %s\n
7100847028	1	34	HTTP/3 requested for non-HTTPS URL
7100847050	1	38	Rejected %zu bytes header (max is %d)!
7100847078	1	38	Failed to alloc memory for big header!
71008470a0	1	5	RTSP/
71008470a8	1	23	Empty reply from server
71008470c0	4	5	Basic
71008470c8	1	5	Proxy
71008470d0	2	6	Bearer
71008470d8	1	19	Proxy-authorization
71008470f0	1	13	Authorization
7100847100	1	27	%sAuthorization: Basic %s\n
7100847120	1	26	Authorization: Bearer %s\n
7100847140	1	32	%s auth using %s with user '%s'\n
7100847168	3	14	Authorization:
7100847178	1	25	Forcing HTTP/1.1 for NTLM
7100847198	3	36	The requested URL returned error: %d
71008471c0	1	39	Ignoring duplicate digest auth header.\n
71008471e8	2	39	Authentication problem. Ignoring this.\n
7100847210	1	24	PROXY %s %s %s %li %li\n
7100847240	3	6	Expect
7100847248	3	12	100-continue
7100847258	3	7	Expect:
7100847260	1	22	Expect: 100-continue\n
7100847278	1	48	Malformatted trailing header ! Skipping trailer.
71008472b0	2	5	Host:
71008472b8	4	13	Content-Type:
71008472c8	1	7	Cookie:
71008472d0	2	17	If-Modified-Since
71008472e8	1	19	If-Unmodified-Since
7100847300	1	13	Last-Modified
7100847310	1	17	Invalid TIMEVALUE
7100847328	1	40	%s: %s, %02d %s %4d %02d:%02d:%02d GMT\n
7100847360	0	7	OPTIONS
7100847370	1	28	Transfer-Encoding: chunked\n
7100847390	0	13	Accept: */*\n
71008473a0	1	5	%s?%s
71008473a8	2	7	Referer
71008473b0	2	13	Referer: %s\n
71008473c0	1	6	Cookie
71008473c8	2	15	Accept-Encoding
71008473d8	2	21	Accept-Encoding: %s\n
71008473f0	1	10	Connection
7100847400	1	30	Connection: %s%sTE\nTE: gzip\n
7100847420	1	42	Chunky upload is not supported by HTTP 1.0
7100847450	1	9	Host:%s\n
7100847460	1	14	Host: %s%s%s\n
7100847470	1	17	Host: %s%s%s:%d\n
7100847488	3	6	;type=
7100847490	1	8	;type=%c
71008474a0	2	6	Accept
71008474a8	1	40	Could only read %ld bytes from the input
71008474d8	1	32	File already completely uploaded
7100847500	1	17	Range: bytes=%s\n
7100847518	1	13	Content-Range
7100847528	1	32	Content-Range: bytes 0-%ld/%ld\n
7100847550	1	32	Content-Range: bytes %s%ld/%ld\n
7100847578	1	29	Content-Range: bytes %s/%ld\n
71008475a0	1	14	ftp://%s:%s@%s
71008475b8	1	36	%s HTTP/%s\n%s%s%s%s%s%s%s%s%s%s%s%s
71008475e0	2	8	Cookie: 
71008475f0	1	7	%s%s=%s
71008475f8	7	21	Content-Length: %ld\n
7100847610	1	26	Failed sending PUT request
7100847630	1	21	Content-Length: 0\n\n
7100847648	1	27	Failed sending POST request
7100847668	4	14	Content-Length
7100847678	1	49	Content-Type: application/x-www-form-urlencoded\n
71008476b8	1	27	Failed sending HTTP request
71008476d8	1	49	upload completely sent off: %ld out of %ld bytes\n
7100847710	1	32	Failed sending HTTP POST request
7100847738	1	35	Received HTTP/0.9 when not allowed\n
7100847760	1	13	Received 101\n
7100847770	1	56	no chunk, no close, no size. Assume close to signal end\n
71008477b0	1	32	Got 417 while waiting for a 100\n
71008477d8	1	44	HTTP error before end of send, keep sending\n
7100847808	1	44	HTTP error before end of send, stop sending\n
7100847838	1	38	Keep sending data to get tossed away!\n
7100847860	1	18	 HTTP/%1d.%1d%c%3d
7100847878	1	15	 HTTP/%1[23] %d
7100847888	1	33	Lying server, not serving HTTP/2\n
71008478b0	1	39	Mark bundle as not supporting multiuse\n
71008478d8	1	9	 HTTP %3d
71008478e8	1	18	 RTSP/%1d.%1d%c%3d
7100847900	1	36	The requested URL returned error: %s
7100847928	1	34	HTTP 1.0, assume close after body\n
7100847950	1	32	Overflow Content-Length: value!\n
7100847978	1	29	Invalid Content-Length: value
7100847998	2	10	keep-alive
71008479a8	1	45	HTTP/1.0 proxy connection set to keep alive!\n
71008479d8	1	37	HTTP/1.1 proxy connection set close!\n
7100847a00	1	39	HTTP/1.0 connection set to keep alive!\n
7100847a28	1	17	Content-Encoding:
7100847a40	1	12	Retry-After:
7100847a50	1	14	Content-Range:
7100847a60	1	14	Last-Modified:
7100847a70	1	9	Location:
7100847a80	1	36	Unsupported HTTP version in response
7100847aa8	3	5	HTTPS
7100847ab8	1	16	Recv failure: %s
7100847ad0	1	50	Write callback asked for PAUSE when not supported!
7100847b08	1	32	Failed writing body (%zu != %zu)
7100847b30	1	21	Failed writing header
7100847b48	1	16	Send failure: %s
7100847b68	1	7	socks5h
7100847b70	1	6	socks5
7100847b78	1	7	socks4a
7100847b80	1	6	socks4
7100847b88	1	5	socks
7100847b90	1	33	Unsupported proxy scheme for '%s'
7100847bb8	1	32	Unsupported proxy syntax in '%s'
7100847be0	1	73	Unsupported proxy '%s', libcurl is built without the HTTPS-proxy support.
7100847c30	1	48	Too old connection (%ld seconds), disconnect it\n
7100847c68	1	33	Connection %ld seems to be dead!\n
7100847c90	1	23	Closing connection %ld\n
7100847ca8	2	37	Connected to %s (%s) port %ld (#%ld)\n
7100847cd0	5	53	IDN support not present, can't parse Unicode domains\n
7100847d08	1	16	User-Agent: %s\n
7100847d20	2	8	NO_PROXY
7100847d30	2	8	no_proxy
7100847d40	0	15	ftp@example.com
7100847d50	1	13	can multiplex
7100847d60	2	8	serially
7100847d78	2	9	all_proxy
7100847d88	2	9	ALL_PROXY
7100847d98	1	50	Protocol "%s" not supported or disabled in libcurl
7100847dd0	2	15	memory shortage
7100847de0	2	35	Uses proxy env variable %s == '%s'\n
7100847e10	1	10	http_proxy
7100847e20	1	57	Couldn't find host %s in the .netrc file; using defaults\n
7100847e60	1	58	Use of IPv6 in *_CONNECT_TO without IPv6 support built-in!
7100847ea0	1	52	No valid port number in connect to host string (%s)\n
7100847ed8	1	27	Connecting to hostname: %s\n
7100847ef8	1	23	Connecting to port: %d\n
7100847f10	1	34	Found bundle for host %s: %p [%s]\n
7100847f38	1	43	Server doesn't support multiplex yet, wait\n
7100847f68	1	39	Server doesn't support multiplex (yet)\n
7100847f90	1	35	Could multiplex, but not asked to!\n
7100847fb8	1	41	Can not multiplex, even if we wanted to!\n
7100847fe8	2	47	Connection #%ld isn't open enough, can't reuse\n
7100848018	1	30	Multiplexed connection found!\n
7100848038	1	62	Found pending candidate for reuse and CURLOPT_PIPEWAIT is set\n
7100848078	1	48	Re-using existing connection! (#%ld) with %s %s\n
71008480b0	1	44	No more connections allowed to host %s: %zu\n
71008480e0	1	34	No connections available in cache\n
7100848108	1	26	No connections available.\n
7100848128	1	26	Couldn't resolve host '%s'
7100848148	1	27	Couldn't resolve proxy '%s'
7100848168	1	7	%s://%s
7100848170	1	13	<no protocol>
7100848180	0	7	/MATCH:
7100848190	0	6	/FIND:
7100848198	0	23	lookup word is missing\n
71008481b0	0	45	CLIENT libcurl 7.69.1\nMATCH %s %s %s\nQUIT\n
71008481e0	0	27	Failed sending DICT request
7100848200	0	8	/DEFINE:
7100848218	0	8	/LOOKUP:
7100848228	0	43	CLIENT libcurl 7.69.1\nDEFINE %s %s\nQUIT\n
7100848258	0	33	CLIENT libcurl 7.69.1\n%s\nQUIT\n
7100848288	1	76	Operation too slow. Less than %ld bytes/sec transferred the last %ld seconds
71008482d8	1	7	USER,%s
71008482e0	1	20	%127[^= ]%*[ =]%255s
71008482f8	1	5	TTYPE
7100848300	2	8	XDISPLOC
7100848310	1	7	NEW_ENV
7100848320	1	12	%hu%*[xX]%hu
7100848330	1	33	Syntax error in telnet option: %s
7100848358	2	6	BINARY
7100848360	1	24	Unknown telnet option %s
7100848390	1	10	%s IAC SB 
71008483a0	1	15	(terminated by 
71008483b8	1	15	, not IAC SE!) 
71008483c8	1	18	(Empty suboption?)
71008483e0	1	16	%s (unsupported)
71008483f8	1	12	%d (unknown)
7100848408	1	22	Width: %d ; Height: %d
7100848428	1	5	 SEND
7100848430	1	11	 INFO/REPLY
7100848440	1	5	 NAME
7100848448	1	5	 "%s"
7100848458	2	5	 %.2x
7100848480	1	5	EXOPL
7100848488	3	10	%s IAC %s\n
7100848498	4	10	%s IAC %d\n
71008484a8	4	9	%s %s %s\n
71008484b8	1	9	%s %s %d\n
71008484c8	5	24	Sending data failed (%d)
71008484e8	1	14	%c%c%c%c%s%c%c
71008484f8	1	14	%127[^,],%127s
7100848508	2	8	%c%s%c%s
7100848520	2	29	In SUBOPTION processing, RCVD
7100848540	1	8	Time-out
7100848550	1	6	TELNET
7100848568	1	5	ABORT
7100848588	1	5	DMARK
71008485e8	1	17	SUPPRESS GO AHEAD
7100848608	1	6	STATUS
7100848610	1	11	TIMING MARK
7100848638	1	6	NAOCRD
7100848640	1	6	NAOHTS
7100848648	1	6	NAOHTD
7100848650	1	6	NAOFFD
7100848658	1	6	NAOVTS
7100848660	1	6	NAOVTD
7100848668	1	6	NAOLFD
7100848670	1	12	EXTEND ASCII
7100848680	2	6	LOGOUT
7100848688	1	10	BYTE MACRO
