rodata_va	n_refs	string	sample_text_pcs
0x7184c288	1	transport read	0x716e5e84
0x7184c298	1	would block	0x716e5f08
0x7184c2a8	1	We've already closed this channel	0x716e619c
0x7184c2d0	1	EOF has already been received, data might be ignored	0x716e6234
0x7184c308	1	Failure while draining incoming flow	0x716e626c
0x7184c330	2	Unable to send channel data	0x716e61dc,0x716e6250
0x7184c350	1	Receiving channel window has been exhausted	0x716e646c
0x7184c380	1	_libssh2_transport_read() bailed out!	0x716e645c
0x7184c3a8	1	Unable to send EOF, but closing channel anyway	0x716e6654
0x7184c3d8	1	Would block sending close-channel	0x716e66f0
0x7184c400	1	Unable to send close-channel request, but closing anyway	0x716e6708
0x7184c440	1	libssh2_channel_wait_closed() invoked when channel is not in	0x716e673c
0x7184c488	4	session	0x716e6960,0x716ef62c,0x716effd4,0x716f2920
0x7184c490	1	channel.c	0x716e696c
0x7184c4a0	1	cancel-tcpip-forward	0x716e69ec
0x7184c4b8	1	Would block sending forward request	0x716e6b48
0x7184c4e0	1	nistp256	0x716e76a8
0x7184c4f0	1	nistp384	0x716e7610
0x7184c500	1	nistp521	0x716e7674
0x7184c510	1	ecdsa-sha2-nistp521-cert-v01@openssh.com	0x716f70f4
0x7184c540	1	ecdsa-sha2-nistp384-cert-v01@openssh.com	0x716f70dc
0x7184c570	1	ecdsa-sha2-nistp256-cert-v01@openssh.com	0x716f70b0
0x7184c5a0	1	ecdh-sha2-nistp256	0x716e7a84
0x7184c5b8	1	ecdh-sha2-nistp384	0x716e7ab0
0x7184c5d0	1	ecdh-sha2-nistp521	0x716e7ac4
0x7184c5e8	1	Host key data is too short	0x716e7f00
0x7184c608	1	Unable to allocate memory for a copy of the host key	0x716e7be4
0x7184c640	2	Unable to initialize hostkey importer	0x716e7c74,0x716eab20
0x7184c668	3	Unexpected key length	0x716e7f50,0x716eb188,0x716eb408
0x7184c680	1	Unexpected ecdh server sig length	0x716e7f30
0x7184c6a8	1	Unable to create ECDH shared secret	0x716e89dc
0x7184c6d0	2	Unable to allocate buffer for K	0x716e7f10,0x716eae98
0x7184c6f0	4	SSH-2.0-libssh2_1.10.0	0x716e9770,0x716e97a4,0x716e97d8,0x716eae1c
0x7184c708	2	Unable to verify hostkey signature	0x716e92d4,0x716eaeb4
0x7184c730	2	Unable to send NEWKEYS message	0x716e8298,0x716eac5c
0x7184c750	2	Timed out waiting for NEWKEYS	0x716e8424,0x716eac98
0x7184c770	1	Unknown SHA digest for EC curve	0x716e8e70
0x7184c790	2	Unable to allocate buffer for SHA digest	0x716e9030,0x716eade0
0x7184c7c0	1	Unknown KEX nistp curve type	0x716e99a4
0x7184c7e0	1	Unable to create private key	0x716e99cc
0x7184c800	1	Unable to send ECDH_INIT	0x716e99e8
0x7184c820	1	Timeout waiting for ECDH_REPLY reply	0x716e9a04
0x7184c848	1	sha algo value is unimplemented	0x716ea0a4
0x7184c868	1	dh modulus value is too large	0x716eaaac
0x7184c888	1	Out of memory error	0x716eacb0
0x7184c8a0	1	Unable to send KEX init message	0x716eabac
0x7184c8c0	1	Timed out waiting for KEX reply	0x716eac0c
0x7184c8e0	1	Could not copy host key	0x716eabc8
0x7184c8f8	1	Unable to get f value	0x716eacd4
0x7184c910	1	Unable to get h sig	0x716eacf0
0x7184c930	1	Unable to send Group Exchange Request	0x716eb1a4
0x7184c958	1	Timeout waiting for GEX_GROUP reply	0x716eb1c0
0x7184c980	2	Unexpected value	0x716eb16c,0x716eb3ec
0x7184c998	1	Unable to send Group Exchange Request SHA256	0x716eb424
0x7184c9c8	1	Timeout waiting for GEX_GROUP reply SHA256	0x716eb440
0x7184c9f8	1	Unable to allocate memory	0x716ec62c
0x7184ca18	1	Unable to get random bytes for KEXINIT cookie	0x716ec788
0x7184ca48	1	Unable to send KEXINIT packet to remote host	0x716ec474
0x7184ca78	1	Unrecoverable error exchanging keys	0x716ec130
0x7184caa0	1	Invalid parameter specified for method_type	0x716ecb20
0x7184cad0	1	Error allocated space for method preferences	0x716eca64
0x7184cb00	1	The requested method(s) are not currently supported	0x716ecad4
0x7184ccb8	1	former error forgotten (OOM)	0x716ed114
0x7184ccd8	1	Unable to allocate memory for base64 decoding	0x716ed42c
0x7184cd08	1	Invalid base64	0x716ed410
0x7184cd18	1	Invalid MAC received	0x716ee4d4
0x7184cd30	1	socket disconnect	0x716ee558
0x7184cd48	1	Packet received for unknown channel	0x716ee5e4
0x7184cd70	1	Packet contains more data than we offered to receive, trunca	0x716ee978
0x7184cdb8	1	The current receive window is full, data ignored	0x716eea1c
0x7184cdf0	1	Remote sent more data than current window allows, truncating	0x716ee998
0x7184ce50	1	memory for signal name	0x716eec28
0x7184ce68	2	forwarded-tcpip	0x716ee2e8,0x716eeb34
0x7184ce78	1	Data too short extracting channel	0x716ee75c
0x7184cea0	1	Data too short extracting window size	0x716ee7ac
0x7184cec8	1	Data too short extracting packet	0x716ee86c
0x7184cef0	1	Data too short extracting host	0x716ee8f4
0x7184cf10	1	Data too short extracting port	0x716edd20
0x7184cf30	1	Data too short extracting shost	0x716ee888
0x7184cf50	1	Data too short extracting sport	0x716edd54
0x7184cf70	2	Unable to allocate a channel for new connection	0x716eea94,0x716eeab8
0x7184cfa0	2	Unable to send channel open confirmation	0x716ee23c,0x716eea6c
0x7184cfd0	1	Forward not requested	0x716ee450
0x7184cfe8	2	Unable to send open failure	0x716ee700,0x716ee78c
0x7184d010	1	unexpected data length	0x716ee5ac
0x7184d028	1	unexpected sender channel size	0x716ee740
0x7184d048	1	unexpected window size	0x716ee724
0x7184d060	1	unexpected host size	0x716ee8d8
0x7184d078	1	unexpected port size	0x716ee9ec
0x7184d090	2	allocate a channel for new connection	0x716ee9c8,0x716eead4
0x7184d0b8	1	X11 Forward Unavailable	0x716edf84
0x7184d0d0	2	Unable to allocate a command buffer for SCP session	0x716efd08,0x716f043c
0x7184d108	1	scp -%sf	0x716ef5e8
0x7184d118	3	Would block starting up channel	0x716efef8,0x716f054c,0x716f2dd4
0x7184d140	2	Would block requesting SCP startup	0x716efdf8,0x716f04bc
0x7184d168	1	Would block sending initial wakeup	0x716efe10
0x7184d190	2	Would block waiting for SCP response	0x716efd24,0x716efd44
0x7184d1b8	1	Failed reading SCP response	0x716efcd4
0x7184d1d8	1	Failed to get memory	0x716efe50
0x7184d1f0	1	Failed to recv file	0x716efdbc
0x7184d208	1	Invalid data in SCP response	0x716ef848
0x7184d228	1	Unterminated response from SCP server	0x716ef87c
0x7184d250	2	Invalid response from SCP server, too short	0x716efa18,0x716efc80
0x7184d280	1	Invalid response from SCP server, malformed mtime	0x716efed8
0x7184d2b8	1	Invalid response from SCP server, malformed mtime.usec	0x716efebc
0x7184d2f0	2	Invalid response from SCP server, too short or malformed	0x716efc9c,0x716efeb0
0x7184d330	1	Would block waiting to send SCP ACK	0x716efe70
0x7184d358	1	Invalid response from SCP server	0x716efd60
0x7184d380	1	Invalid response from SCP server, malformed mode	0x716efea4
0x7184d3b8	1	Invalid response from SCP server, invalid mode	0x716efa7c
0x7184d3e8	1	Invalid response from SCP server, invalid size	0x716efae4
0x7184d418	1	Would block sending SCP ACK	0x716efe90
0x7184d438	2	Unexpected channel close	0x716efe28,0x716f03c0
0x7184d458	1	scp -%st	0x716eff90
0x7184d468	1	Unknown error while getting error string	0x716f03f8
0x7184d498	1	Would block waiting for response from remote	0x716f04d4
0x7184d4c8	1	SCP failure	0x716f0470
0x7184d4d8	1	Invalid ACK response from remote	0x716f0454
0x7184d500	1	T%ld 0 %ld 0	0x716f02a0
0x7184d510	1	Would block sending time data for SCP file	0x716f0530
0x7184d540	1	Unable to send time data for SCP file	0x716f0484
0x7184d568	1	Would block waiting for response	0x716f04a0
0x7184d590	1	Invalid SCP ACK response	0x716f0330
0x7184d5c0	1	Would block send core file data for SCP file	0x716f04f0
0x7184d5f0	1	Unable to send core file data for SCP file	0x716f0420
0x7184d620	1	failed to get memory	0x716f0514
0x7184d638	1	failed to send file	0x716f01a8
0x7184d668	1	API timeout expired	0x716f0b58
0x7184d680	1	Timed out waiting on socket	0x716f0b18
0x7184d6a0	1	Error waiting on socket	0x716f0b38
0x7184d6b8	2	SSH-2.0-libssh2_1.10.0	0x716f11ac,0x716f11ec
0x7184d6d8	1	Bad socket provided	0x716f115c
0x7184d6f0	1	Failed changing socket's blocking state to non-blocking	0x716f1224
0x7184d728	1	Failed sending banner	0x716f1184
0x7184d740	1	Error allocating space for remote banner	0x716f1014
0x7184d770	1	Failed getting banner	0x716f0ee4
0x7184d790	1	Unable to exchange encryption keys	0x716f1200
0x7184d7b8	2	ssh-userauth	0x716f0d74,0x716f1094
0x7184d7c8	1	Unable to ask for ssh-userauth service	0x716f1248
0x7184d7f0	1	Invalid response received from server	0x716f0de0
0x7184d818	1	too long description	0x716f187c
0x7184d830	1	malloc fail for zombie request  ID	0x716f1d18
0x7184d858	1	channel read	0x716f20f8
0x7184d868	1	SFTP packet too large	0x716f20dc
0x7184d880	1	Unable to allocate empty SFTP packet	0x716f2108
0x7184d8a8	1	Unable to allocate SFTP packet	0x716f21a8
0x7184d8c8	1	Error waiting for SFTP packet	0x716f20b4
0x7184d8e8	1	Out of sync with the world	0x716f1ff0
0x7184d908	1	Unable to allocate datablock for SFTP packet	0x716f21c0
0x7184d938	1	Unable to allocate memory for FXP_READDIR packet	0x716f2788
0x7184d970	3	_libssh2_channel_write() failed	0x716f2508,0x716f4f34,0x716f509c
0x7184d990	1	Status message too short	0x716f2730
0x7184d9b0	3	Timeout waiting for status message	0x716f26b0,0x716f34fc,0x716f5854
0x7184d9d8	9	SFTP Protocol Error	0x716f2764,0x716f4270,0x716f45ec,0x716f4a90,0x716f4efc
0x7184d9f0	1	session not authenticated yet	0x716f2cf8
0x7184da10	1	session->sftpInit_sftp == NULL	0x716f2df8
0x7184da30	5	sftp.c	0x716f2e00,0x716f3770,0x716f3c18,0x716f3cd4,0x716f444c
0x7184da38	1	Unable to startup channel	0x716f2db0
0x7184da58	1	subsystem	0x716f2958
0x7184da68	1	Would block to request SFTP subsystem	0x716f2d80
0x7184da90	1	Unable to request SFTP subsystem	0x716f2d4c
0x7184dab8	1	Would block requesting handle extended data	0x716f2d30
0x7184dae8	1	Unable to allocate a new SFTP structure	0x716f2d64
0x7184db10	1	Would block sending SSH_FXP_INIT	0x716f2bec
0x7184db38	1	Unable to send SSH_FXP_INIT	0x716f2d14
0x7184db58	1	Would block receiving SSH_FXP_VERSION	0x716f2cdc
0x7184db80	1	Invalid SSH_FXP_VERSION response	0x716f2cc4
0x7184dba8	1	Timeout waiting for response from SFTP subsystem	0x716f2c84
0x7184dbe0	1	Data too short when extracting extname	0x716f2b00
0x7184dc08	1	Data too short when extracting extdata	0x716f28f4
0x7184dc30	1	Unable to allocate memory for FXP_OPEN or FXP_OPENDIR packet	0x716f3538
0x7184dc70	1	Would block sending FXP_OPEN or FXP_OPENDIR command	0x716f35a0
0x7184dca8	1	Unable to send FXP_OPEN*	0x716f3560
0x7184dcc8	1	Would block waiting for status message	0x716f350c
0x7184dcf0	3	Response too small	0x716f33dc,0x716f34c8,0x716f3c4c
0x7184dd08	1	Too small FXP_STATUS	0x716f3528
0x7184dd20	1	Failed opening remote file	0x716f354c
0x7184dd40	2	Too small FXP_HANDLE	0x716f3490,0x716f35e4
0x7184dd58	1	Unable to allocate new SFTP handle structure	0x716f30e4
0x7184dd88	1	rc != LIBSSH2_ERROR_EAGAIN || !filep->data_left	0x716f3ccc
0x7184ddb8	1	rc != LIBSSH2_ERROR_EAGAIN || !filep->eof	0x716f3c10
0x7184dde8	2	malloc fail for FXP_WRITE	0x716f3994,0x716f409c
0x7184de08	1	sftp_read() internal error	0x716f364c
0x7184de28	1	SFTP READ error	0x716f3b10
0x7184de38	1	Read Packet At Unexpected Offset	0x716f3c74
0x7184de60	1	SFTP Protocol badness	0x716f3c90
0x7184de78	1	FXP_READ response too big	0x716f3cac
0x7184de98	1	SFTP Protocol badness: unrecognised read request response	0x716f3700
0x7184ded8	1	!"State machine error; unrecognised read state"	0x716f3768
0x7184df08	1	FXP write packet too short	0x716f3dfc
0x7184df28	1	FXP write failed	0x716f3df0
0x7184df40	1	Unable to allocate memory for FXP_EXTENDED packet	0x716f4ec8
0x7184dfb0	1	Error waiting for FXP EXTENDED REPLY	0x716f4eac
0x7184e068	1	SFTP fstat packet too short	0x716f4e94
0x7184e088	1	Attributes too short in SFTP fstat	0x716f5558
0x7184e0b0	1	Unable to allocate memory for FXP_CLOSE packet	0x716f44e0
0x7184e0e0	1	Unable to send FXP_CLOSE command	0x716f4330
0x7184e108	1	Packet too short in FXP_CLOSE command	0x716f4548
0x7184e130	2	Error waiting for status message	0x716f427c,0x716f5c4c
0x7184e158	1	Unable to allocate memory for FXP_REMOVE packet	0x716f4818
0x7184e188	1	Unable to send FXP_REMOVE command	0x716f46bc
0x7184e1b0	1	SFTP unlink packet too short	0x716f47cc
0x7184e1d0	4	Error waiting for FXP STATUS	0x716f45f8,0x716f4aa8,0x716f4fc4,0x716f52a8
0x7184e1f0	1	Server does not support RENAME	0x716f4ae0
0x7184e210	1	Unable to allocate memory for FXP_RENAME packet	0x716f4b74
0x7184e240	1	Unable to send FXP_RENAME command	0x716f49ac
0x7184e268	1	SFTP rename packet too short	0x716f4b10
0x7184e288	1	File already exists and SSH_FXP_RENAME_OVERWRITE not specifi	0x716f48c4
0x7184e2c8	1	Operation Not Supported	0x716f48b4
0x7184e2f8	1	SFTP Protocol Error: short response	0x716f4bf4
0x7184e320	1	statvfs@openssh.com	0x716f4c6c
0x7184e338	1	Unable to allocate memory for FXP_MKDIR packet	0x716f5220
0x7184e368	1	SFTP mkdir packet too short	0x716f51d4
0x7184e388	1	Unable to allocate memory for FXP_RMDIR packet	0x716f54cc
0x7184e3b8	1	Unable to send FXP_RMDIR command	0x716f5370
0x7184e3e0	1	SFTP rmdir packet too short	0x716f5480
0x7184e400	1	Unable to allocate memory for FXP_*STAT packet	0x716f5874
0x7184e430	1	Unable to send STAT/LSTAT/SETSTAT command	0x716f5638
0x7184e460	2	SFTP stat packet too short	0x716f57d8,0x716f599c
0x7184e480	1	Server does not support SYMLINK or READLINK	0x716f5b5c
0x7184e4b0	1	Unable to allocate memory for SYMLINK/READLINK/REALPATH pack	0x716f5ce8
0x7184e4f0	1	Unable to send SYMLINK/READLINK command	0x716f5a64
0x7184e518	1	SFTP symlink packet too short	0x716f5bd4
0x7184e538	1	Invalid READLINK/REALPATH response, no name entries	0x716f5c78
0x7184e570	1	No handler for specified private key	0x716f5e30
0x7184e598	1	Unable to initialize private key from file	0x716f5e94
0x7184e5c8	1	Unable to open public key file	0x716f61ec
0x7184e5e8	1	Invalid data in public key file	0x716f6140
0x7184e608	2	Unable to allocate memory for public key data	0x716f6108,0x716f7344
0x7184e638	1	Unable to read public key from file	0x716f6078
0x7184e660	1	Invalid public key data	0x716f6250
0x7184e678	1	Invalid key data, not base64 encoded	0x716f6224
0x7184e6a0	1	Missing public key data	0x716f60e8
0x7184e6b8	1	Unable to allocate memory for userauth_list	0x716f651c
0x7184e6e8	5	ssh-connection	0x716f6364,0x716f68a0,0x716f69a0,0x716f6cd8,0x716f7c78
0x7184e6f8	2	Would block requesting userauth list	0x716f6544,0x716f72c4
0x7184e720	1	Unable to send userauth-none request	0x716f63cc
0x7184e748	1	Failed getting response	0x716f64a4
0x7184e760	1	Unexpected userauth list size	0x716f6564
0x7184e780	1	Unable to allocate memory for userauth-password request	0x716f6ab4
0x7184e7b8	1	Would block writing password request	0x716f6b28
0x7184e7e0	1	Unable to send userauth-password request	0x716f6a28
0x7184e810	1	Waiting for password response	0x716f6b54
0x7184e830	1	Authentication failed (username/password)	0x716f6bc8
0x7184e860	1	Password expired, and callback failed	0x716f6ad8
0x7184e888	1	Unable to allocate memory for userauth password change reque	0x716f6b04
0x7184e8c8	1	Would block waiting	0x716f6928
0x7184e8e0	1	Unable to send userauth password-change request	0x716f6a98
0x7184e910	1	Password Expired, and no callback specified	0x716f6a68
0x7184e940	1	Authentication failed	0x716f663c
0x7184e9e0	1	Invalid signature for supplied public key, or bad username/p	0x716f6e94
0x7184ea38	1	Invalid public key, too short	0x716f6ec4
0x7184ea58	1	Invalid public key	0x716f6f30
0x7184ea70	1	Unable to send userauth-publickey request	0x716f72a4
0x7184eaa0	1	Waiting for USERAUTH response	0x716f6fa4
0x7184eac0	1	Username/PublicKey combination invalid	0x716f7430
0x7184eae8	1	Unable to allocate memory for userauth-publickey signed data	0x716f7328
0x7184eb28	1	Callback returned error	0x716f7274
0x7184eb40	1	Failed allocating additional space for userauth-publickey pa	0x716f7398
0x7184eb88	1	Waiting for publickey USERAUTH response	0x716f6f00
0x7184ebd8	1	Unable to allocate memory for keyboard-interactive authentic	0x716f7f28
0x7184ec20	1	Unable to send keyboard-interactive request	0x716f7f50
0x7184ec50	1	Waiting for keyboard USERAUTH response	0x716f7d34
0x7184ec78	1	Authentication failed (keyboard-interactive)	0x716f7e98
0x7184eca8	1	userauth keyboard data buffer too smallto get length	0x716f7b54
0x7184ece0	1	Unable to allocate memory for keyboard-interactive 'name' re	0x716f7e38
0x7184ed28	1	userauth keyboard data buffer too smallfor auth name	0x716f7bd8
0x7184ed60	1	userauth keyboard data buffer too smallfor auth instruction 	0x716f7b84
0x7184eda8	1	Unable to allocate memory for keyboard-interactive 'instruct	0x716f7f10
0x7184edf8	1	userauth keyboard data buffer too smallfor auth instruction	0x716f7d04
0x7184ee38	1	userauth keyboard data buffer too smallfor auth language tag	0x716f7bf0
0x7184ee80	1	userauth keyboard data buffer too smallfor auth language tag	0x716f7d94
0x7184eec0	1	userauth keyboard data buffer too smallfor auth num keyboard	0x716f7d1c
0x7184ef08	1	Too many replies for keyboard-interactive prompts	0x716f7e68
0x7184ef40	1	Unable to allocate memory for keyboard-interactive prompts a	0x716f7fa0
0x7184ef88	1	Unable to allocate memory for keyboard-interactive responses	0x716f7f88
0x7184efd0	1	userauth keyboard data buffer too small for auth keyboard pr	0x716f7a10
0x7184f018	1	Unable to allocate memory for keyboard-interactive prompt me	0x716f7ff0
0x7184f060	1	userauth keyboard data buffer too small for auth keyboard pr	0x716f7fc0
0x7184f0a8	1	userauth keyboard data buffer too small for auth keyboard pr	0x716f7fd8
0x7184f0f0	2	Unable to allocate memory for keyboard-interactive response 	0x716f7e1c,0x716f7f70
0x7184f138	1	Unable to send userauth-keyboard-interactive request	0x716f75f4
0x7184f170	1	(len % blocksize) == 0	0x716f80e4
0x7184f188	2	transport.c	0x716f80ec,0x716f8790
0x7184f198	1	remainbuf >= 0	0x716f8788
0x7184f1a8	1	Unable to get random bytes for packet padding	0x716f8c28
0x7184f1d8	1	No key type set	0x716f8e28
0x7184f1e8	1	Unable to allocate memory for known host entry	0x716f9014
0x7184f218	1	Unable to allocate memory for host name	0x716f906c
0x7184f240	1	Unknown host name type	0x716f8de8
0x7184f258	1	Unable to allocate memory for key	0x716f9088
0x7184f280	2	Unable to allocate memory for base64-encoded key	0x716f90c0,0x716f95d4
0x7184f2b8	1	Unable to allocate memory for key type	0x716f90dc
0x7184f2e0	1	Unable to allocate memory for comment	0x716f90a4
0x7184f308	1	Failed to parse known_hosts line (unexpectedly long salt)	0x716f927c
0x7184f348	2	Failed to parse known_hosts line (unexpected length)	0x716f91b0,0x716f9f5c
0x7184f380	1	[%s]:%d	0x716f9514
0x7184f388	2	Known-host write buffer too small	0x716f9544,0x716f9834
0x7184f3b0	1	Unsupported type of known-host entry	0x716f9884
0x7184f3d8	1	Unable to allocate memory for base64-encoded host name	0x716f995c
0x7184f410	1	Unable to allocate memory for base64-encoded salt	0x716f99d8
0x7184f460	2	|1|%s|%s %s %s	0x716f9988,0x716f99ec
0x7184f470	1	|1|%s|%s %s	0x716f9a30
0x7184f498	1	Unable to allocate memory for known-hosts collection	0x716f9a94
0x7184f4d0	3	Unsupported type of known-host information store	0x716f9c5c,0x716f9ff0,0x716fa0f0
0x7184f508	1	Failed to parse known_hosts line	0x716f9c3c
0x7184f530	1	Failed to parse known_hosts line (key too short)	0x716f9cb8
0x7184f570	1	Failed to parse known hosts file	0x716fa0b0
0x7184f598	2	Failed to open file	0x716fa038,0x716fa1d0
0x7184f5b0	1	Write failed	0x716fa1f0
0x7184f5c0	1	illegal request	0x716fa4c4
0x7184f5d0	2	agent not connected	0x716fa594,0x716fa894
0x7184f5e8	1	agent sign failure	0x716fa3f8
0x7184f600	1	Unable to allocate space for agent connection	0x716fa61c
0x7184f630	1	illegal agent request	0x716fa688
0x7184f648	1	agent list id failed	0x716fa868
0x7184f660	1	Key type not supported	0x716fadd4
0x7184f678	1	key too short	0x716fc62c
0x7184f688	1	openssh-key-v1	0x716fc4b0
0x7184f698	1	key auth magic mismatch	0x716fc610
0x7184f6b0	1	ciphername is missing	0x716fc5c0
0x7184f6c8	1	kdfname is missing	0x716fc648
0x7184f6e0	1	kdf is missing	0x716fc524
0x7184f6f0	2	bcrypt	0x716fc684,0x716fc8c4
0x7184f6f8	1	unknown cipher	0x716fc690
0x7184f708	2	invalid format	0x716fc834,0x716fcb54
0x7184f718	1	Multiple keys are unsupported	0x716fc59c
0x7184f738	1	Invalid private key; expect embedded public key	0x716fc828
0x7184f768	1	Private key data not found	0x716fc840
0x7184f788	1	No supported cipher found	0x716fcb38
0x7184f7a8	1	Could not alloc key	0x716fcacc
0x7184f7c0	1	kdf contains unexpected values	0x716fca8c
0x7184f7e0	1	bcrypted without passphrase	0x716fcabc
0x7184f800	1	Could not alloc key part	0x716fcba0
0x7184f820	1	Could not alloc iv part	0x716fcb84
0x7184f838	1	Private key unpack failed (correct password?)	0x716fcb1c
0x7184f868	2	Unable to allocate memory for decrypted struct	0x716fca70,0x716fcafc
0x7184f8b0	1	Unable to allocate memory for PEM parsing	0x716fcea4
0x7184f8e0	1	-----BEGIN OPENSSH PRIVATE KEY-----	0x716fccac
0x7184f908	1	-----END OPENSSH PRIVATE KEY-----	0x716fcd48
0x7184f930	1	Error parsing PEM: filedata missing	0x716fcdf4
0x7184f958	2	Error parsing PEM: offset out of bounds	0x716fccfc,0x716fce08
0x7184f980	1	Error parsing PEM: base 64 data missing	0x716fcec4
0x7184f9a8	1	Unable to send keepalive message	0x716fd01c
0x7184f9d0	1	OxychromaticBlowfishSwatDynamite	0x716fd0f4
0x7184f9f8	1	decompression uninitialized	0x716fd7cc
0x7184fa18	1	Unable to allocate decompression buffer	0x716fd684
0x7184fa40	1	decompression failure	0x716fd7b0
0x7184fa58	1	Excessive growth in decompression phase	0x716fd77c
0x7184fa80	1	Unable to expand decompression buffer	0x716fd740
0x7184faa8	1	compression failure	0x716fd840
0x7184fac0	1	Unable to allocate memory for zlib compression/decompression	0x716fd90c
0x7184fc48	1	unknown header flags set	0x71703084
0x7184fc68	2	unknown compression method	0x7170293c,0x71703010
0x7184fc88	1	incorrect header check	0x71703290
0x7184fca0	1	invalid window size	0x717035f0
0x7184fcb8	1	header crc mismatch	0x71702624
0x7184fcd0	1	invalid block type	0x71703120
0x7184fce8	1	invalid stored block lengths	0x71702198
0x7184fd08	1	too many length or distance symbols	0x717029c4
0x7184fd30	1	invalid code lengths set	0x717031dc
0x7184fd50	1	invalid code -- missing end-of-block	0x717026ec
0x7184fd78	1	invalid literal/lengths set	0x717035b4
0x7184fd98	1	invalid distances set	0x7170371c
0x7184fdb0	2	invalid literal/length code	0x71703224,0x71707190
0x7184fdd0	2	invalid distance code	0x717023e8,0x717071a8
0x7184fde8	2	invalid distance too far back	0x717021f4,0x71707328
0x7184fe08	1	incorrect data check	0x7170203c
0x7184fe20	1	incorrect length check	0x71702450
0x7184fe38	1	invalid bit length repeat	0x71703618
0x7184fea0	1	No error detected	0x7170f24c
0x7184feb8	1	Error (generic)	0x7170f258
0x7184fec8	1	Unknown frame descriptor	0x7170f240
0x7184fee8	1	Version not supported	0x7170f234
0x7184ff00	1	Unsupported frame parameter	0x7170f228
0x7184ff20	1	Frame requires too much memory for decoding	0x7170f21c
0x7184ff50	1	Data corruption detected	0x7170f210
0x7184ff70	1	Restored data doesn't match checksum	0x7170f204
0x7184ff98	1	Header of Literals' block doesn't respect format specificati	0x7170f1f8
0x7184ffd8	1	Unsupported parameter	0x7170f1c8
0x7184fff0	1	Unsupported combination of parameters	0x7170f1bc
0x71850018	1	Parameter is out of bound	0x7170f1b0
0x71850038	1	Context should be init first	0x7170f168
0x71850058	1	Allocation error : not enough memory	0x7170f15c
0x71850080	1	workSpace buffer is not large enough	0x7170f150
0x718500a8	1	Operation not authorized at current processing stage	0x7170f174
0x718500e0	1	tableLog requires too much memory : unsupported	0x7170f1a4
0x71850110	1	Unsupported max Symbol Value : too large	0x7170f198
0x71850140	1	Specified maxSymbolValue is too small	0x7170f18c
0x71850168	1	pledged buffer stability condition is not respected	0x7170f180
0x718501a0	1	Dictionary is corrupted	0x7170f1ec
0x718501b8	1	Dictionary mismatch	0x7170f1e0
0x718501d0	1	Cannot create Dictionary from provided samples	0x7170f1d4
0x71850200	1	Destination buffer is too small	0x7170f144
0x71850220	1	Src size is incorrect	0x7170f138
0x71850238	1	Operation on NULL destination buffer	0x7170f12c
0x71850260	1	Operation made no progress over multiple calls, due to outpu	0x7170f120
0x718502b0	1	Operation made no progress over multiple calls, due to input	0x7170f114
0x71850300	1	Frame index is too large	0x7170f108
0x71850320	1	An I/O error occurred when reading/seeking	0x7170f0fc
0x71850350	1	Destination buffer is wrong	0x7170f0f0
0x71850370	1	Source buffer is wrong	0x7170f0e4
0x71850388	1	Block-level external sequence producer returned an error cod	0x7170f0d8
0x718503c8	1	External sequences are not valid	0x7170f0cc
0x718503f0	1	Unspecified error code	0x7170f0a8
0x718507e8	1	BLINDING CONTEXT	0x71730068
0x718508c0	1	CIPHER - The selected feature is not available	0x717369a8
0x718508f0	1	CIPHER - Bad input parameters	0x71736a8c
0x71850910	1	CIPHER - Failed to allocate memory	0x717364d4
0x71850938	1	CIPHER - Input data contains invalid padding and is rejected	0x71736a98
0x71850978	1	CIPHER - Decryption of block requires a full block	0x717366b8
0x718509b0	1	CIPHER - Authentication failed (for AEAD modes)	0x71736b64
0x718509e0	1	CIPHER - The context is invalid. For example, because it was	0x71736bb8
0x71850a28	1	CIPHER - Cipher hardware accelerator failed	0x717360b0
0x71850a58	1	DHM - Bad input parameters	0x71736918
0x71850a78	1	DHM - Reading of the DHM parameters failed	0x71736b70
0x71850aa8	1	DHM - Making of the DHM parameters failed	0x71736ccc
0x71850ad8	1	DHM - Reading of the public values failed	0x71735f60
0x71850b08	1	DHM - Making of the public value failed	0x71736cd8
0x71850b30	1	DHM - Calculation of the DHM secret failed	0x7173684c
0x71850b60	1	DHM - The ASN.1 data is not formatted correctly	0x71736a5c
0x71850b90	1	DHM - Allocation of memory failed	0x71736ad4
0x71850bb8	1	DHM - Read or write of file failed	0x717364a0
0x71850be0	1	DHM - DHM hardware accelerator failed	0x71736ae0
0x71850c08	1	DHM - Setting the modulus and generator failed	0x71736778
0x71850c38	1	ECP - Bad input parameters to function	0x71736b1c
0x71850c60	1	ECP - The buffer is too small to write to	0x71736aa4
0x71850c90	1	ECP - The requested feature is not available, for example, t	0x71736790
0x71850cf0	1	ECP - The signature is not valid	0x71736cf0
0x71850d18	1	ECP - Memory allocation failed	0x71735e98
0x71850d38	1	ECP - Generation of random value, such as ephemeral key, fai	0x71736ce4
0x71850d78	1	ECP - Invalid private or public key	0x71736b4c
0x71850da0	1	ECP - The buffer contains a valid signature followed by more	0x71736c54
0x71850de8	1	ECP - The ECP hardware accelerator failed	0x71736c60
0x71850e18	1	ECP - Operation in progress, call again with the same parame	0x717365c4
0x71850e68	1	MD - The selected feature is not available	0x71736438
0x71850e98	1	MD - Bad input parameters to function	0x71736b28
